,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
40,-3.522799,13.67574,2.872394,0.89441746,8.942033,-15.78229,-9.787772,17.527111,-1.6830219,15.216737,-6.922115,-2.0138023,-4.3227096,-5.2335067,-14.143744,-3.5977144,-4.8487725,4.6753564,-21.62036,0.5212603,1.8061677,-1.7785747,-3.1277826,0.30885085,-25.914944,10.557241,-2.4869068,-18.66515,3.7885115,-7.5235486
41,9.002111,13.631608,7.472986,4.6035376,10.7134905,-16.013952,-11.7033825,-13.669254,2.9193342,13.326249,1.3274935,8.695757,-3.1119626,-19.27757,-3.7660418,-3.8905501,-7.6585536,-7.3462553,-10.7279005,10.776141,-4.5850067,-14.110208,-6.6440253,-16.783318,-23.116968,-14.155543,-8.848293,0.31164405,-1.5745732,-6.4102254
42,10.538057,8.746923,5.477535,2.7896974,2.7635887,-14.3175535,-4.2926497,-8.732808,0.30813587,-2.5756311,-6.823745,-6.9984117,3.7959697,-3.492924,1.0279557,-8.856986,-15.105769,-10.513214,-2.9593847,-3.0068526,-5.1784143,-2.953575,-9.344487,-12.140673,-21.276823,-9.426078,2.3900666,-5.383488,-5.6977615,-7.057449
43,14.663375,6.786605,10.461147,3.2936695,-3.6881862,-22.96544,7.3327928,-0.8955533,-9.221241,-6.5046153,-13.950988,-12.541956,0.6764807,-3.2975044,0.5028343,-0.97222716,-8.992201,2.3396466,-1.9645239,-11.848443,-6.4929667,-7.4855514,-10.85434,-12.199012,-11.901853,-11.156626,0.2406768,-1.5782901,-4.901686,-5.915508
44,13.056924,16.210636,8.189304,1.3174746,5.7313795,6.4611297,14.839254,-13.173094,-6.4757366,2.1077023,-22.49516,-9.223933,2.9557736,-15.991059,3.1924229,-6.864772,-22.979803,-11.579879,-20.69811,-8.751965,-12.000471,-0.8599486,-5.3859673,-14.607774,-10.20611,-16.705873,6.165311,-19.982035,-17.083996,-17.927458
45,-1.462838,9.349123,6.760784,22.673485,14.1152725,-15.270255,-8.861643,2.1117308,6.9311314,-13.529285,-9.926161,-13.614068,1.1277428,-1.9025589,-25.865118,6.289083,-5.284881,-11.232328,-10.617231,-15.029782,-16.011894,-4.618572,-0.18988982,-8.267601,-23.42554,-6.429937,6.8886275,-9.816051,0.6094264,3.6338015
46,13.074027,5.575598,8.9520035,7.1341133,1.0223656,-19.669533,-3.0839643,-5.2816167,4.379525,-2.836678,-10.522087,-5.863863,0.34006497,-6.9393644,-7.8905506,-5.8777914,-10.023717,-5.014716,0.030921875,-12.624719,-3.6066177,-12.018896,-11.773285,-12.729574,-18.270819,-8.153797,0.65996945,-2.9263418,-6.7689548,-3.5694895
47,16.758509,3.3949556,18.053944,19.07013,18.033964,-26.1463,-8.478961,-13.508845,4.7458673,-17.649277,-8.389543,-8.677911,-4.209813,-15.236489,-18.072292,-5.897439,-1.9418097,-16.680489,4.2477884,-16.108774,-20.913689,-18.726955,-4.6255665,-24.96731,-23.356436,-17.776794,3.1695204,-2.1686862,-8.524282,2.386221
48,15.337523,12.237683,10.261904,4.618766,9.720036,4.762961,15.856426,-12.560311,2.5300355,-9.998122,-15.739062,-5.691308,4.790721,-19.792973,-1.3454088,-8.224853,-16.710545,-15.281648,-18.367361,-9.894645,-20.668013,-10.643525,-11.550408,-21.015896,-2.6724417,-16.824291,0.09461849,-14.944646,-17.10376,-13.762984
49,7.419943,10.1236315,6.9757237,5.578313,0.38006815,3.4189937,6.2142577,-7.124896,5.094536,10.019337,-14.870214,-5.7092543,0.21311858,-12.597377,6.6780515,-5.9322,-19.902811,-12.230794,-12.534404,-6.315271,-2.673607,-0.84299296,-4.801107,-8.853269,-8.491799,-10.47921,4.2912765,-16.919102,-12.767684,-12.815579
50,2.69836,18.162935,11.328341,0.087045796,8.982742,9.8503065,0.7609369,-6.4553895,-8.482163,-2.5202029,-20.130154,-10.61207,3.2243102,-4.957725,-2.9757404,2.8092604,-17.307426,-15.655659,-25.832905,-2.8836439,-12.374825,15.0688095,6.177457,-4.716415,-21.758974,-5.2580442,4.6676054,-25.45638,-2.5519674,-16.926636
51,10.476895,11.923655,8.70853,2.4818342,12.699138,-18.132456,-2.7579823,-11.720163,-9.188313,-5.1937776,-6.831228,-2.3275566,-5.03715,-9.91321,-8.913914,-11.133684,2.3929055,-10.014734,0.08188884,-3.6011996,-10.498581,-13.003551,-7.8746524,-14.903295,-20.049423,-13.620652,-0.3533903,3.0342395,-3.0647414,-2.745308
52,1.3169651,8.206229,11.567775,8.14259,1.6033409,-18.756502,29.366833,-16.771385,-9.681824,-17.853468,-9.894128,-6.2673597,6.8847203,7.503058,-4.4330306,-16.486156,-14.343711,-22.977703,2.0588686,-11.712065,-12.616767,-20.694246,-18.911797,-19.779528,11.041402,-22.632208,11.58511,-2.3912404,-19.463047,-3.5266013
53,7.296881,8.559058,3.2710152,4.9794784,4.863703,-4.0312815,-7.8900065,0.13917558,-0.3081964,-4.1731715,-11.647846,-9.181168,-0.23893055,-4.8868556,-11.31139,3.6059005,-5.5276384,-1.405343,-8.048398,-6.8024354,-7.6898484,-2.2305229,-1.4620095,-8.352995,-23.529612,-4.803945,4.077042,-3.5992541,0.27442288,-2.8676136
54,3.6467025,11.015208,26.47517,14.966554,-0.030136785,-31.631397,3.0492802,-13.716504,4.76162,-16.068678,-15.989649,-2.25386,13.469516,-3.172355,-6.5221734,-7.990759,-13.867832,-17.158182,0.8246587,-13.923299,-18.703302,-28.778954,-15.966151,-18.53261,-12.046149,-11.658592,-2.5090268,-11.731459,-13.026364,-5.508342
55,18.991163,9.844752,21.833927,13.050437,3.0558422,-26.085426,-12.306714,-10.003863,15.41297,-7.113802,-10.59003,-7.7740407,6.8947563,-17.749908,-2.331604,0.78525907,-17.900764,-11.209507,-7.164085,-9.559743,-14.953895,-12.857226,-11.09045,-18.796728,-29.408901,-10.998706,-7.5405445,-13.56722,-6.503977,-8.64621
56,13.834064,3.7133877,9.77363,5.054918,20.197348,-35.476112,-9.474327,-2.9548397,15.333352,-2.9752486,27.777649,5.04059,5.8890576,-7.354346,-7.1331444,-4.6469884,-19.470236,-14.815632,-19.19139,3.8117063,-11.593803,-10.761391,-10.025188,-26.82523,-29.60044,-6.316317,-7.2266316,-17.285847,-7.1491456,-4.324787
57,10.887688,17.328043,6.759043,4.20612,3.5956392,7.9782815,-7.4958544,-3.2207563,5.6887383,-6.586357,-20.59878,-20.36549,3.9170141,-11.277488,-6.8933673,1.1580992,-16.702656,-6.476046,-9.026309,-9.117083,-14.622793,-1.9330024,-7.1024504,-12.6490345,-31.07703,-11.906093,3.0537236,-3.5458822,-2.6844158,-13.482484
58,21.409441,9.871015,22.268263,10.743237,4.3089485,-26.276848,-18.201036,-4.8863325,15.465116,-8.653937,-15.0409155,-9.470478,0.68633246,-18.041449,-7.101602,4.7119603,-11.150021,-4.51099,-7.3753734,-10.810961,-14.172805,-15.751371,-10.287796,-21.305017,-35.24169,-10.4571705,-9.167823,-10.912813,-4.079863,-6.129527
59,12.5635,11.823582,7.2134495,3.6207564,2.9131262,-12.561927,-11.92679,-6.117662,6.2120166,-10.319992,-12.448205,-16.9124,2.3275113,-7.9088173,-3.7614949,-8.9878235,-7.4059677,-10.391523,3.6305292,-13.941293,-9.718477,-7.9667425,-7.0540667,-7.5738697,-20.423817,-11.86144,4.576727,1.9992949,-7.5583396,-6.971496
60,19.25138,8.231415,15.471709,6.091049,1.0430381,-25.764002,19.295805,-10.121095,1.4987773,-18.690943,-19.35067,-21.015306,-0.607739,-2.7322736,-6.0007005,0.9716732,-14.568821,-9.385554,-7.920599,-17.53715,-14.466321,-15.356566,-15.900929,-23.430576,-1.1019287,-22.697462,8.272633,-7.8935957,-11.427679,-8.041239
61,11.74341,15.94819,13.701003,8.47351,9.581018,7.4029737,-8.653148,-9.041297,4.6935964,-6.168623,-20.022543,-19.990337,-3.6003149,-15.204846,-0.26398194,-3.3592546,-14.712551,-16.469927,-8.619203,-10.279784,-14.541716,-1.454657,-7.1067233,-10.4223,-30.9603,-13.750357,-0.46488905,-8.10596,-5.7752967,-10.492957
62,7.8516307,8.049108,2.418899,-0.14755227,3.5325139,-26.725645,-8.084823,11.933059,-2.6102848,3.853631,-5.8229413,-1.4036615,1.8795555,-1.6565276,-9.275092,-1.9112117,-5.2597017,13.419039,-19.826448,-8.107273,0.20749341,-3.1117167,-3.5466273,-5.0042048,-30.293884,10.668128,-4.195117,-16.784246,9.087534,-3.2181463
63,14.776788,5.879747,10.374968,1.0081658,3.4368987,-32.349995,9.960919,10.100808,6.8092513,-4.546143,-11.436904,-12.809811,-1.4402138,-7.387908,-10.482454,7.992178,-7.3546386,3.500618,-19.545485,-11.454538,-8.164425,-10.924005,-10.870036,-11.722744,-7.8132725,-1.2067896,-1.202536,-18.79761,1.5817155,-7.7785163
64,20.579903,11.147675,14.616323,17.758204,11.4232235,-15.678188,-9.71289,-11.64659,-0.40961763,-8.800244,-14.0888,-9.993619,4.1733117,-23.023857,-10.378372,-4.5287023,-14.997001,-15.66149,-4.7174425,-13.289307,-19.814625,-2.9155152,-9.301333,-19.64848,-35.709957,-14.168905,-2.803984,-6.2763247,-7.222858,-6.7709403
65,9.12163,4.6750007,7.999091,12.138956,12.294616,-22.529333,-5.867086,-7.6129103,3.0541165,-11.960233,-3.34233,-4.778184,5.53921,-12.549409,-14.683359,-7.13216,1.8465387,-12.927877,2.7045078,-13.884647,-14.852639,-16.481293,-1.510826,-12.630254,-10.68527,-9.09795,1.1086789,-3.1565058,-10.446488,3.5555873
66,1.197219,18.92687,3.4348016,0.70044327,9.370539,44.56463,1.467884,-2.3901525,-12.626214,4.6647077,-35.90078,-11.45258,-4.2419577,-6.193152,-8.952963,-2.4189968,-21.131145,-13.887503,-25.847591,-3.794338,-8.033375,20.844934,4.3444357,-2.4469454,-33.163162,-0.9935964,6.463974,-20.256659,-5.223704,-19.843655
67,9.9239,9.997443,4.064496,-1.3433663,2.0424395,-23.52258,-11.674146,-0.0586788,-3.3138928,15.625715,3.3223739,-2.0968742,-0.5318166,4.587679,1.8609172,-1.0970345,-25.517443,-14.461922,-20.389902,14.312038,16.642097,16.579056,1.6296412,0.45929918,-34.929234,0.0322594,-0.3921901,-26.470219,-8.480193,-9.950552
68,9.171166,15.899355,10.93036,3.018497,11.078326,12.382265,-8.560535,-1.498737,2.488801,-2.5377917,-19.394672,-20.232618,-5.826268,-14.0145855,-1.3265676,-8.096406,-12.523332,-11.902088,-11.069922,-9.810451,-12.9092655,0.66079813,-4.740049,-6.4345865,-28.85243,-7.416054,1.8985802,-9.790745,-4.719367,-13.602046
69,-1.8866061,15.336654,3.2187016,6.784414,7.2471085,-13.42276,2.87045,-11.014848,-2.3814018,-7.879953,-11.789645,-14.390847,0.8894673,1.4637363,-10.992774,-1.3039563,-0.05537284,-20.545284,-13.072155,-14.594405,-2.0025518,-1.8076061,14.283398,15.934801,-9.0254755,-10.096368,16.452879,-15.051622,-15.388625,2.7082324
70,8.555218,22.509153,20.561096,5.498203,-1.5664389,-10.8325205,-12.830444,-2.2853785,-0.24545336,-2.6064036,-20.179976,-20.548635,5.094683,-15.611385,6.0687695,0.7120321,-13.692702,-1.8854764,-7.950747,-7.8482156,-16.37605,-6.240754,-8.143042,-6.0897746,-26.93214,-11.157037,-6.7783837,-4.9725833,0.92700666,-16.928658
71,0.8740797,17.27125,16.301334,11.3653555,10.8052225,-15.238057,-15.572079,-11.028166,-4.350654,-10.373834,-20.400747,-9.956688,-8.718151,-13.310206,-15.528999,-2.2735622,18.810274,-4.8585453,3.9941092,-11.7739315,-15.818312,-19.750675,3.1605222,-4.6554985,-22.628641,-12.097877,0.27328697,5.579096,7.2160172,3.332874
72,20.32744,0.36511374,13.902114,17.321375,10.927834,-23.441202,-1.5460403,-1.9199471,10.738423,-14.210157,-11.781999,-12.620629,3.078315,-10.387955,-19.987352,1.0469393,-17.442225,-13.257439,-6.65278,-20.884811,-14.841586,-9.398333,-8.992947,-22.972607,-28.673832,-7.45955,1.8418137,-14.193018,-8.874753,-2.26678
73,9.638393,8.076762,13.233169,13.26478,7.688442,-29.796225,-14.841489,-11.08422,12.916288,1.7559329,-7.925875,34.539474,3.903786,-26.272512,-24.219782,6.4275775,-7.7432632,-5.3500643,-11.89378,6.4774246,-13.100822,-20.116129,-11.083665,-24.28452,-28.6599,-0.87246853,-10.198765,-13.962586,-0.051666144,-3.683167
74,-0.51751846,10.053489,21.505207,14.249387,9.856856,-33.01439,-9.790236,-1.8508625,0.082893446,-8.942424,-16.402748,-2.8673208,4.056245,-7.8057876,-21.205519,-2.5112686,3.0346293,-8.515448,2.017089,-11.385729,-16.244993,-25.081644,-6.884332,-14.469579,-18.715864,-2.8640058,-2.4271088,-8.923817,-0.9365192,1.1577564
