,0,1,2
54,-12.176065,-4.597762,10.602516
55,2.1216607,-7.4813747,4.6763186
56,1.6377603,-1.1973361,-2.4250271
57,-4.6477084,1.6822957,-9.1826725
58,3.5235856,-8.39407,3.9524853
59,2.569626,1.8924277,-3.3690934
60,5.0275526,-6.1743383,0.6193563
61,-2.7862983,1.2859013,-0.9612694
62,1.3595859,0.6338579,-4.9988575
63,6.4532084,-3.2110596,0.77237046
64,5.101344,-3.799642,-1.249359
65,3.7454283,-1.8414149,1.4667901
66,-21.072727,9.55078,-6.4253116
67,0.6195903,0.4073694,-4.9269466
68,-2.6560273,3.71656,-1.0543209
69,-24.134401,8.601852,-2.5363114
70,-9.570683,-0.37208286,-2.7021637
71,-18.348587,1.9389167,0.18456042
72,9.125103,-8.690542,3.3331935
73,-2.1845517,-3.2792926,1.1907973
74,-11.48005,-2.1028466,9.334829
75,-17.70772,2.6182528,-7.1217394
76,-6.942813,-4.5319476,4.177261
77,-25.140009,6.278966,-6.7098613
78,0.6769581,-0.111377716,-1.2454379
79,-11.811846,3.3890576,1.3203617
80,1.7347009,2.1622539,-3.118446
81,-1.379133,1.1882211,-3.6739993
82,-1.0931337,2.7351608,-0.07518762
83,-19.338957,8.8019085,-6.3722286
84,-1.1262782,2.4233696,-2.2944474
85,-7.5702305,5.770195,-0.48689753
86,-16.57518,8.34538,1.1634314
87,1.6133025,-0.07577962,-3.9601622
88,-14.119566,2.5847676,5.979626
89,-1.4577351,0.92061555,-0.9146022
90,4.1796675,-3.8635252,-5.99189
91,6.3494782,-2.851696,-0.7350935
92,-1.4810321,0.6194433,2.5008817
93,-3.111492,-1.2752836,-0.1948356
94,0.9481988,-0.377971,-0.6294408
95,-2.953687,-0.8442428,-6.824441
96,-0.85079026,1.015275,-3.139859
97,-7.3816023,2.1798196,-0.39522776
98,-1.976956,3.4812574,-3.6311355
99,2.3233836,-0.2723207,-3.0625477
100,-1.7570715,0.22927737,-3.0843053
101,-0.8438291,3.137268,-4.5107946
102,-5.59248,2.685684,-0.8587637
103,7.490491,-14.048502,6.8278217
104,0.6585385,-1.432692,-1.9956918
105,1.2145311,0.923096,-1.082958
106,2.113552,-2.3199298,-0.1988359
107,-1.0245992,-6.0876336,3.4165425
108,-0.89192706,-5.859277,4.1964417
109,-0.9863262,1.9580166,-2.113027
110,1.1191918,-6.1285963,-1.9486479
111,3.578813,-3.2431803,3.1202738
112,2.4764895,-0.053474784,-2.8187857
113,-6.7102604,3.6176305,-4.469945
114,4.552068,-7.0083385,2.8373585
115,2.2964616,1.246146,-2.1608033
116,-4.3439856,1.8416915,2.4721115
117,5.5531807,-2.3700678,-0.54220104
118,4.62103,-5.33666,-0.34565723
119,-18.536463,5.940878,-3.0926347
120,1.9729578,1.0773847,-0.60701966
121,-6.8980904,6.3352623,-1.2153916
122,-14.568679,6.0647907,-5.229583
123,-24.841143,7.2036357,-1.5394547
124,-1.8296471,-0.8591602,-6.862264
125,-1.9459692,-0.2761282,-4.9483204
126,4.1604295,-6.412907,2.5971515
127,0.34579536,2.1503942,-3.6128368
128,1.0358055,1.9038489,-4.3156524
129,4.018474,-4.8606653,1.2940665
130,0.7864388,-5.3479557,2.883276
131,3.7449448,-8.254555,1.1297697
132,-1.3468148,-2.5049446,2.870197
133,1.2472692,0.25088894,-1.6815537
134,-15.197019,5.361993,-5.4316077
135,-21.761326,5.7773585,-2.159022
136,-10.134925,-3.7838514,8.440239
137,-2.2164874,3.3980432,-7.347157
138,2.3125327,-0.92998314,-2.981122
139,2.9422936,-4.904211,2.4359133
140,1.5118539,-2.1559985,-2.9762774
141,0.18720692,-8.103363,-1.1139456
142,-0.059279732,1.6513338,-1.3695762
143,-3.8326683,-1.4531323,2.5979533
144,8.053496,-9.527358,0.3907889
145,-3.5511453,2.0589359,-3.7130466
146,3.973124,-3.0696988,-0.66521025
147,0.25433904,-2.5523336,0.75524133
148,-1.9937527,2.315772,-6.0630565
149,-2.2466204,-7.1598287,7.7103033
150,9.563439,-12.87903,4.409417
151,5.087519,-3.504923,0.8757463
152,-1.5608729,2.8587208,-6.517823
153,-8.689077,-5.585307,4.707559
154,-27.867601,7.960746,-1.6897637
155,-14.072803,1.9129031,-3.56535
156,-4.011842,3.0891736,-6.1669827
157,-1.6641073,3.6170366,-4.213922
158,-15.534859,3.2540743,0.6433544
159,2.8694108,-0.8990765,-1.6236992
160,-1.9894154,2.2932227,-2.7937431
161,1.4337183,-0.8811145,-1.1993521
162,-10.362951,9.41689,-6.261259
163,-2.2694156,1.8966877,-2.1618862
164,-19.879148,2.0277355,-0.5632876
165,5.906,-5.1032825,1.979674
166,-17.325607,4.472935,-1.4700607
167,2.068729,-0.92081726,0.53260934
168,1.2930332,2.3985827,-4.1368914
169,-11.630078,5.5231366,1.828981
170,0.64997953,1.4680154,-4.4141703
171,-0.7850869,-0.2516278,-6.8301806
172,-4.4670215,-5.841994,7.2149773
173,-0.30176067,3.149002,-5.1827254
174,2.5665684,-0.6705762,-0.10259059
175,3.584722,-11.173776,4.642301
176,-3.3363154,2.2500877,-1.3606002
177,-17.539648,7.3861766,-5.4642706
178,-10.514695,8.29042,-8.359006
179,-23.079397,5.254907,1.7734268
180,1.5847286,-4.515848,-1.102953
181,-11.437331,-2.709712,0.2605401
182,-1.349688,2.6981134,-0.5504825
183,1.9655298,0.55492014,-1.1274718
184,-4.638218,0.7465413,-6.3628187
185,3.8256764,-2.2726064,-0.22880241
186,-17.489664,10.023,-8.102145
187,-2.3934963,3.2192044,-13.575864
188,-0.3618164,-0.7858479,-1.9631853
189,-19.468243,9.175482,-7.3060946
190,-15.775467,0.16919795,-1.2578466
191,-34.45503,12.606309,-3.98432
192,-27.49631,5.043831,2.500966
193,-1.7491674,3.6173859,-4.816714
194,-0.5428074,-0.13992217,-2.8944225
195,-1.4399059,1.4774779,-1.6592463
196,3.0910804,-1.9868201,-0.4498186
197,-14.00123,4.5685735,-5.996852
198,3.2196717,-4.836411,3.1886766
199,1.71435,0.6359197,-4.9036355
200,-8.096695,2.5557103,-12.635531
201,6.355177,-3.1095695,0.10699692
202,1.1858292,-6.072979,-1.1328598
203,7.0999327,-3.7788305,1.1114206
204,1.4899669,-6.4691286,4.877837
205,-13.274369,2.4482496,5.8554645
206,-17.655373,4.97053,-2.7589774
207,-13.995527,6.234536,-4.543109
208,-23.04484,9.020381,-6.0539355
209,-1.9212774,-7.1816707,5.5097446
210,-0.8349948,-1.1032461,1.0866812
211,0.15578535,0.70708734,-4.3361654
212,-1.7989352,2.9104826,-2.95056
213,-0.9910616,1.5606809,-3.2227302
214,7.981418,-6.7718506,2.2947347
215,3.41846,-4.754048,1.6693121
216,-26.71333,6.456789,-1.7678683
217,-14.628764,-4.047933,10.926267
218,5.503121,-2.9585545,1.6580489
219,-14.393003,1.8713408,-0.6843165
220,3.0838652,-0.68601006,-0.6087438
221,-1.1970646,3.5296946,-2.9961052
222,-0.59655607,4.744662,-3.383494
223,-6.935517,6.2872005,-2.9410174
224,-1.8655171,-3.59214,4.410363
225,-0.5944769,3.00629,-1.0829012
226,3.3145561,-1.0497729,-2.8079228
227,-1.7005754,2.565888,-2.6452968
228,3.5375023,-0.17474973,-1.7330247
229,8.739858,-7.494264,-0.20641519
230,3.3217943,-0.5387962,-2.3046622
231,-0.8855459,1.6090951,-1.9945565
232,3.7195554,0.01619333,-1.2875059
233,-2.3189676,3.5673718,-6.5280232
234,-6.88553,5.367476,-1.756622
235,-3.135555,0.5123081,3.3600936
236,-4.3176656,0.16772552,-0.7657104
237,-16.131159,4.864108,1.802728
238,-1.4904747,-1.0028045,-7.663871
239,-14.522487,3.2485185,-0.8506171
240,-5.1787243,3.235133,-15.003165
241,0.064333275,-2.386477,1.6188132
242,-15.231554,3.2286468,-5.647792
243,-3.9350772,5.710741,-10.641343
244,-14.154889,2.2293437,-7.0754066
245,-3.4419184,4.492134,-8.627494
246,0.16412967,1.6555893,-3.1771626
247,-14.957415,6.029053,-5.201326
248,1.8957093,0.53603995,-5.216365
249,-14.115632,-2.5081549,0.7086909
250,3.9066417,-3.516536,1.7557721
251,-1.9454643,2.9773445,-4.9807715
252,-1.0097134,0.95828426,-2.2042806
253,-13.61968,-3.898502,6.980144
254,2.9932485,-0.8035612,-0.7597631
255,-16.797983,9.592821,-0.043133862
256,6.3773975,-5.882118,-0.18447499
257,5.0120554,-5.227969,-1.7531774
258,5.171545,-5.955794,0.04592722
259,-20.947952,5.5535116,-2.412641
260,4.9815745,-2.9031925,0.37811953
261,0.5682612,2.3215618,-3.0224497
262,-0.79311866,-8.229473,4.049825
263,-5.425769,6.1805525,-1.602807
264,7.540674,-3.5733154,-0.82870674
265,-3.5104823,3.1196294,-5.69144
266,-20.19055,-0.24956319,-2.9467666
267,-4.417355,0.544605,-7.7638593
268,-19.508623,5.5397587,-6.548183
269,5.076921,-3.8857677,0.29990363
270,0.58267725,0.9233169,-5.8456063
271,-26.038834,4.0028024,2.7796671
272,-1.4934275,-1.2785959,-6.765234
273,-0.10130869,0.17184964,-0.36535034
274,-1.306466,2.820463,-0.017989099
275,4.223414,-3.7672973,0.25656855
276,4.755327,-5.445847,-0.0796396
277,-0.7504996,-0.0839417,-8.826528
278,-3.2011037,2.997201,-4.964292
279,3.930853,-4.137714,-0.6339568
280,5.9723773,-4.903877,0.93653023
281,-11.73862,-3.513822,5.7976627
282,-16.145046,5.9037533,3.3628626
283,-1.2320937,0.3906879,-4.708565
284,3.9675484,-3.3568726,2.9256878
285,-9.210384,1.8010415,-5.91652
286,-1.3865416,-1.6389183,2.3129337
287,-30.071665,11.611252,-4.504611
288,1.7907535,0.6485477,-2.2017138
289,4.8998933,-3.942044,-0.7182026
290,-3.2477245,5.140759,-5.628041
291,1.3770323,2.1476347,-4.5764446
292,-29.009703,11.664903,-4.608786
293,-2.2912776,3.3069327,-6.2814574
294,-21.223965,5.0296535,2.0530362
295,-28.822159,8.031184,-0.31563276
296,1.9933865,-2.3554325,-2.7939355
297,-3.9145613,2.6526499,-5.552707
298,-2.1754198,-4.0837083,-3.2219496
299,9.674631,-13.03062,4.4186163
300,0.9249149,2.1002235,-3.205122
301,2.5853407,-2.9696968,3.6616907
302,-28.079313,10.491231,-3.733414
303,-8.579645,-4.6917534,-0.9563091
304,-0.43336558,2.08249,-6.2236643
305,-1.8670977,6.2047987,-6.482188
306,4.150087,-3.2104473,1.1233939
307,-10.438066,1.1675398,2.0157666
308,2.3910527,-3.7529323,2.723546
309,-13.446398,7.3035336,-6.9097223
310,-10.945287,4.0409217,1.059601
311,0.67143494,1.6698713,-3.0465097
312,1.1070249,-2.650121,-0.85283136
313,4.786667,-4.3479877,-1.2892098
314,2.4020073,0.60972893,-1.7117234
315,-0.3012824,3.275156,-5.2734733
316,5.2868795,-3.5783696,-0.7165607
317,3.1216633,-3.94879,0.6487705
318,3.929711,-5.1749325,0.31638607
319,-13.712203,3.768677,0.19090009
320,6.61569,-3.2227044,1.2371869
321,-0.56614786,-1.6446097,0.54733926
322,4.4431615,-3.5105183,0.5764028
323,6.190954,-5.731212,1.5674986
324,12.396668,-15.273934,2.0926442
325,5.0836883,-1.48352,-1.2424172
326,-2.2740784,2.5239544,-5.4003587
327,6.664749,-9.021187,4.2684994
328,-1.9955668,-3.9109604,2.9819102
329,4.8661757,-2.761872,-1.5371826
330,1.9580247,-5.5916643,-3.1945822
331,-13.661994,-8.689794,16.695023
332,1.9707317,-1.4041934,-0.9529432
333,5.7683806,-6.7753,3.6662977
334,-19.19326,5.228106,-2.463003
335,-3.999599,1.1091863,-1.0726055
336,-10.482925,0.45803374,-4.167558
337,-1.6475837,2.4010558,-2.2697198
338,-20.5774,7.7610655,-9.302097
339,2.2676399,-4.966131,-4.0416365
340,-1.5733117,2.1190658,-5.234374
341,0.3637093,-0.33935896,1.2473243
342,-19.32689,5.6353693,-5.9089317
343,0.50710386,1.3017741,-2.9414442
344,5.432478,-3.4412808,0.13287494
345,-20.814734,7.927789,-4.870901
346,-0.4394313,3.5850835,-4.825871
347,4.6203036,-3.6322477,0.67583036
348,2.0117724,-0.6100968,-2.1480637
349,-2.9966118,3.412253,-2.3286202
350,-24.266947,9.755409,-6.541376
351,4.3127375,-6.3756027,2.3852012
352,4.1812644,-3.2251322,-0.4701272
353,-0.5465444,2.2122865,-2.7605772
354,5.1736674,-4.261703,-7.4738874
355,2.3188643,1.4861788,-3.6657543
356,4.768948,-8.24452,0.06391286
357,-16.072851,5.2278285,-5.9340267
358,4.521152,-1.6299936,-1.190954
359,4.839327,-4.725607,1.122397
360,5.0590944,-5.867267,-2.0959492
361,3.1939876,-4.823291,4.7213807
362,-14.382674,3.49139,-0.86084723
363,3.7259974,-4.1176777,3.9960968
364,5.6885233,-3.2516844,0.5549995
365,0.5521375,1.7427008,-3.4030986
366,4.8409905,-5.3048778,-2.2696133
367,0.7656707,0.028072834,-1.5487924
368,0.9634264,-1.9415714,1.0871618
369,-1.414057,2.67669,-5.507078
370,-19.810465,3.6185765,-2.0262237
371,2.7879682,1.4051048,-2.955553
372,-0.25179166,2.8191366,-3.6972318
373,2.1372633,-5.3406353,-0.18881477
374,2.3570309,-3.7142684,3.008325
375,-6.747178,4.102529,-4.590251
376,-17.69761,2.9652195,-3.8663692
377,-0.24612224,4.447114,-3.2966118
378,5.9062076,-1.6114697,-7.8104806
379,-3.1651225,1.0539939,0.71632695
380,1.5969008,-1.1304754,-1.7698002
381,4.1616697,-1.8658049,-2.0422735
382,-9.248654,-8.387943,9.103061
383,5.364849,-2.00302,-1.0396323
384,-10.516886,6.624463,-6.3436885
385,-1.2439377,2.9491372,-3.833824
386,-2.798877,0.67697734,-2.886283
387,-1.528747,2.574468,-5.281107
388,-13.265132,-3.377769,8.506962
389,-21.527678,5.2972126,-0.6529229
390,-1.4421027,-0.7380872,-2.4646096
391,3.5691037,-15.105254,7.9480944
392,-24.306925,5.050422,-4.2220016
393,-14.088144,-2.5924745,-0.2965653
394,0.81229985,2.4079366,-4.196869
395,-1.4765627,-4.1073356,-2.5127814
396,-16.111235,-2.3787982,4.9969053
397,6.8693786,-6.706388,-0.20100646
398,-19.064054,6.1179442,-10.856843
399,1.5761454,-11.530889,11.009848
400,5.659033,-4.5186343,-0.10580221
401,3.9867787,-7.1539044,2.7359
402,-1.1546566,-7.4187694,7.6789336
403,-8.434192,-0.90344405,2.373348
404,-14.092535,2.3637307,1.8769312
405,-1.137284,1.878727,-1.1866282
406,4.6491957,-3.6455607,1.4357762
407,-19.897766,2.2298756,2.5429456
408,3.2434056,-1.1567757,-3.6579065
409,-3.795471,1.1340849,-2.3473384
410,0.6055763,1.3211058,-4.6114116
411,9.53627,-11.595667,1.7466457
412,3.35029,-0.5459373,-1.2529668
413,1.3383689,-1.4618824,0.32037857
414,-19.144238,5.1517167,-2.4061873
415,5.3079453,-5.5789824,0.9016856
416,-18.039267,-0.3243892,4.2362
417,-3.6434693,5.0270915,-4.009609
418,5.593267,-4.8118463,1.8018411
419,-1.1396778,3.936694,-7.563684
420,-22.308464,3.3232608,0.33963892
421,-0.5037912,2.9993699,-4.1288986
422,2.2355268,-1.1586132,-0.9960716
423,0.67631435,2.091043,-0.94089425
424,4.060569,-3.3614693,-2.6017702
425,-25.63498,8.444889,-13.441519
426,-8.723122,3.4110043,3.136554
427,-1.9381886,0.32522303,-8.466546
428,0.5145765,2.030695,-4.1835184
429,-20.871147,9.371511,-8.796882
430,-15.327656,3.1139507,0.79619014
431,-4.524334,-2.3850675,7.15102
432,-8.075273,5.8921366,-1.9697024
433,4.325065,-5.0558505,0.076061025
434,-7.7125626,0.9268113,2.375584
435,-0.3532923,1.281643,-1.5048943
436,7.275325,-9.115647,0.5269458
437,9.1446085,-10.66546,2.226996
438,-16.722847,-1.384683,-3.1210973
439,8.654173,-12.575618,2.8176212
440,0.026242733,2.9334083,-4.6348186
441,6.4122086,-6.16113,0.8926731
442,-15.775454,4.0545774,-0.6704644
443,0.7829936,-2.0584173,1.3997147
444,-3.409146,-7.0423183,8.422648
445,-11.007663,-8.020961,7.626946
446,-23.633108,7.0965896,-0.80748546
447,-16.519724,2.5110703,-3.906681
448,4.1355042,-9.065475,3.2901425
449,-14.194779,6.1050425,-4.5044365
450,-8.125407,-0.26096106,1.1345737
451,1.2206551,-2.2105455,0.9559337
452,-18.07233,3.8636384,-2.877164
453,-20.236214,6.795572,-3.800245
454,-1.2377669,-1.6815926,1.4442548
455,-15.312806,0.7440605,-0.78165257
456,6.7295732,-2.5480206,0.3291717
457,-0.39887714,1.4322863,-5.414813
458,-5.4495664,-5.8374834,3.12202
459,-27.324678,4.931291,2.3308957
460,4.3194466,-0.0688687,-2.5345283
461,1.5698872,2.262723,-4.862057
462,-24.262016,7.675065,-4.2279906
463,-2.24884,0.33462563,0.05764073
464,-0.13944057,1.201563,-4.9605904
465,-3.940442,1.2026693,-2.8710263
466,7.4237404,-13.872504,6.746192
467,-3.5378144,-6.1142373,7.357122
468,2.5156224,0.98066854,-3.3249981
469,-15.518249,-3.1435153,-0.015234448
470,-4.3300576,-1.292755,-1.0322713
471,-0.06924124,1.1302979,1.1934816
472,-1.6137278,3.2724695,-4.307657
473,-13.095008,3.717614,-1.6379131
474,-3.71158,-0.67958844,-0.4642502
475,-3.670853,2.9180574,1.0923443
476,-27.983967,7.8947997,-1.5670654
477,-0.22748464,1.8740718,-0.13764149
478,-9.347884,-1.4407475,-7.041361
479,5.0222454,-1.4736278,0.29453918
480,-23.717896,7.868722,-11.678036
481,-24.796358,2.8441002,0.97953266
482,0.63058215,2.4724922,-4.9314036
483,-0.07808488,-12.963842,10.877407
484,3.4113388,-4.2635856,2.5387366
485,-1.1022272,2.6106935,-0.007756293
486,-10.065966,-9.062159,12.830381
487,-0.99203783,3.3235786,-0.91826105
488,-0.5033133,1.4704965,-4.896356
489,-12.45642,4.7801833,-1.181966
490,-7.093032,4.1322618,-4.654471
491,-0.6807577,2.6588082,-6.5536146
492,-18.792921,3.849148,5.0948133
493,3.8028426,-0.40733957,-3.2137525
494,-1.7272934,-1.0501587,1.8923205
495,-0.4211946,-6.925882,5.513336
496,5.229954,-5.2942457,1.1997429
497,-19.75834,5.5408516,-2.0540936
498,-6.7300844,-1.1290693,4.335982
499,-20.703829,5.7976303,-2.3785272
500,-7.3871922,-0.2576096,-7.8365316
501,-7.9342847,4.7766266,-6.7500625
502,1.9842391,-2.0260212,-3.645041
503,-1.3135401,3.5186448,-2.9918778
504,-4.02447,-5.614397,3.9215143
505,-6.9965835,3.8493311,-4.533759
506,2.5213149,-1.183815,-1.459953
507,-17.899618,2.5736191,-0.3337304
508,-16.372501,3.0923665,3.9499943
509,-11.619715,5.1106033,2.2407
510,0.28900385,3.0955932,-4.442949
511,-0.51702344,2.4901524,-5.0126786
512,-12.031566,7.198308,-7.03915
513,-6.1560326,5.424049,-2.153749
514,-2.411951,-0.6705996,-8.524626
515,-14.353945,5.2904572,-6.4568844
516,-2.572167,-0.52837396,-5.343899
517,-14.697223,-0.6291741,-2.8637319
518,-2.4115887,3.955995,-3.7476578
519,-18.989584,3.536886,1.0646201
520,2.3401983,-6.6124706,-2.6127484
521,0.12852877,1.9285617,-3.0224383
522,-0.89563024,2.901982,-2.7400458
523,-14.3645115,5.1333985,-3.2635593
524,-26.030489,8.583836,-5.3578515
525,2.7396946,-1.1293151,-1.124668
526,4.071302,0.44795233,-1.0556602
527,-1.586676,3.9852316,-4.508663
528,1.0689087,1.8112931,-5.2444572
529,-9.503027,6.9917955,-4.265504
530,-1.5187309,-2.8938892,4.465037
531,-2.8835542,0.24654868,-2.4489622
532,-0.63799906,4.6232624,-3.1405315
533,-17.949627,1.4690257,-2.0281053
534,2.1637554,2.1273265,-3.5078402
535,7.6614428,-14.431518,6.9745364
536,-16.789806,2.657334,-3.2312794
537,-16.85991,5.353368,-4.5798044
538,2.0704203,-1.8081906,1.1721841
539,-1.1530991,-4.304088,-2.8530595
540,-3.111147,5.5339403,-9.024214
541,-1.10225,4.8837266,-3.0070994
542,-21.132896,5.6146646,-11.5913925
543,1.6564867,-4.660328,-1.0696589
544,0.43761998,0.43682998,-3.6943526
545,5.422515,-11.108518,7.772392
546,-13.431289,-8.244419,15.853528
547,-1.4477233,4.490751,-4.241201
548,-28.14598,9.344529,-3.4923725
549,-17.877502,6.12192,-6.9308996
550,-1.3276036,2.3099673,-8.72006
551,3.861989,-0.31102467,-3.8990633
552,-1.0927371,0.98617935,-1.0258908
553,-9.237042,-9.75805,8.363288
554,0.33017188,1.2498288,0.57855904
555,-25.495848,1.006145,6.680755
556,1.3927406,1.8772684,-4.237779
557,-18.588032,5.926954,-3.1542242
558,-2.106758,3.4680724,-7.4391603
559,-12.813291,8.244111,-0.5000042
560,-0.7881389,-1.4039637,1.344639
561,-2.414189,-0.4608492,-6.1021795
562,2.1248481,-0.7505789,0.1553745
563,-18.730263,5.7716928,-2.369474
564,3.1373646,0.035176158,-3.0055428
565,-19.44276,3.7759602,-2.0991983
566,-16.419216,2.2967403,-0.4415796
567,-1.0677981,4.9814954,-3.4504108
568,0.45484638,0.34552753,-1.0959598
569,-12.286522,-5.7289777,11.463566
570,-18.192621,8.014222,-5.6442943
571,5.399045,-5.161465,1.5571876
