,0,1,2,3,4,5,6,7,8,9
108,10.57164,5.4522157,15.285388,9.957161,3.8776097,-31.608389,-15.927578,-2.1092632,5.6881595,-9.95775
109,5.448488,8.214387,4.635602,-3.1540568,-5.8706403,0.40557435,-8.841634,-7.493727,3.1605399,7.8454585
110,14.90776,7.9511523,12.165281,1.5092025,-1.0981139,-21.14363,-8.709923,-7.0341005,2.9195366,-12.623963
111,8.558168,0.2792195,8.505885,1.8567431,-2.2393684,-18.146425,19.49198,-4.5727906,0.32672536,-7.6222906
112,6.296818,3.9653149,1.5414824,-4.1588984,-3.8645742,8.2117405,6.646735,-7.3817735,-6.1755624,-6.4558563
113,6.384602,16.316698,7.3873663,-4.7351804,3.078926,-12.501003,-8.443744,-7.938853,-12.856673,3.49412
114,11.828802,0.6583935,10.652378,5.4112515,0.39143777,-20.917679,0.99187374,-11.826523,1.3384341,-12.727172
115,9.952199,9.260699,6.2058234,1.7164679,7.4036093,-18.274305,-12.590348,-8.308411,2.0332074,-3.5786884
116,-0.42258343,1.1938258,6.220264,16.709082,6.946447,-27.55725,-13.447878,21.41397,5.0548997,-3.5998101
117,13.540939,5.7215486,7.9957356,2.1212425,3.7839863,-6.956359,-13.466243,-11.917329,3.8298178,-4.4855494
118,9.484154,0.5510043,4.4666724,4.847195,-1.6637216,-9.248025,8.033989,-7.3066764,-10.587037,-7.953091
119,-3.552082,9.746846,1.1591581,-0.9718222,7.6899,-13.110822,-8.431929,-2.6066551,-9.927086,17.934015
120,12.379303,11.969035,10.211035,-0.96153444,-0.12166308,-26.604338,-15.010041,-3.6284318,3.6728795,11.171225
121,5.314713,18.700775,11.346484,4.395727,-0.43244773,-23.74575,-13.300869,-5.8788548,7.9425945,5.268423
122,-7.906204,5.968035,-1.5320684,14.157354,28.241337,-19.375654,-16.134428,-4.419258,-3.213265,-3.7065136
123,-5.532623,16.949398,8.397739,-3.230357,-0.82650965,7.5169945,-6.8962526,-2.2286406,-12.939757,-3.0731
124,12.698452,13.44989,8.344915,3.779188,-2.7180362,-11.779512,-15.00542,-7.4597316,1.2892963,-11.162611
125,7.881267,9.174837,5.2295575,0.2457596,-0.95789945,-10.416567,-9.733244,-0.50549966,3.4610474,-3.5873814
126,13.486881,3.0986,12.366785,9.047625,-4.0659037,-22.894348,0.69701004,-9.490066,-5.144916,-12.787703
127,7.61145,9.398436,3.9114277,0.8217119,6.8972607,-17.26658,-15.9368925,-15.418875,0.049362622,8.1084385
128,10.05334,11.099337,5.1756487,-1.8240074,-2.8722963,3.041438,-7.865766,-17.820282,-2.815624,-1.4783449
129,16.740623,8.004902,14.39706,7.016026,-2.756715,-23.358389,-7.5563607,-12.932889,-6.2948003,-12.715187
130,11.129071,5.648998,13.732329,9.248779,4.3732862,-30.453728,-15.941421,-2.3755717,5.5156884,-9.84437
131,11.959626,0.9780543,10.683963,8.394328,2.0917423,-25.17229,-0.36028552,-12.236485,-8.239406,-5.044936
132,7.844106,7.1396317,11.670567,10.026146,6.5730743,-22.209934,-10.491787,-14.039117,-7.5278826,-8.270804
133,6.437979,5.364954,3.7040973,-2.1889853,-2.9232821,-1.5544304,1.4886727,-14.676294,-1.587642,3.292311
134,-6.181231,14.745441,4.269898,3.6558127,6.6780376,-7.4436502,-7.37497,3.1024806,-8.354924,-1.9461875
135,-6.3275332,12.5603485,3.0510707,-8.218309,11.184126,3.945733,17.630503,-5.2196264,-17.277807,-5.29865
136,0.91968167,6.6803274,18.582113,11.368701,-4.4076366,-15.9054365,-9.753766,0.032531902,-3.6532178,-6.6835737
137,6.3632035,12.0370245,1.5627449,0.9565438,9.616247,-23.309679,-23.953424,-18.21182,7.5993557,11.420796
138,12.175031,9.17463,6.9634123,-0.733823,-1.5820539,-25.302813,-18.662802,11.252804,8.510954,-5.039802
139,8.822017,0.6369498,8.407958,6.020212,-1.3625884,-11.8089285,-6.1110644,-2.1504366,2.4791062,-5.8902106
140,11.896291,8.156279,7.3936315,3.2570488,-1.0190697,-20.803171,-8.441531,-8.37025,-10.652766,3.9608355
141,9.725551,1.6097693,8.511862,1.82093,6.316478,-19.163157,-7.2735124,0.16114205,-2.009167,-12.11035
142,6.50825,6.600946,5.14944,-0.6660104,14.503734,-21.485472,-10.827325,-7.305266,2.7317054,-3.8308306
143,-2.6155365,1.6054919,2.7587495,11.099649,3.859644,-8.410599,-3.0884871,-9.738936,18.613487,-8.750245
144,14.672677,0.07500185,7.401707,5.1310244,1.616612,-14.616251,-15.453831,-5.2682767,0.37808865,-6.7396817
145,8.152578,14.05265,8.475992,1.5552447,1.8182575,-25.175217,-6.9760566,-9.654713,-2.0816686,3.6668077
146,14.04864,7.0585513,9.429402,-5.8853354,3.6434374,-4.4570994,-6.758515,-14.737445,-8.101441,-10.25835
147,6.534016,3.9925826,6.0763383,8.515686,15.7619505,-21.547522,-16.962849,-8.109879,-3.6137245,-7.5772696
148,7.8287473,12.343341,4.136303,3.374052,8.056197,-21.463703,-3.0599527,-10.090102,-7.337716,-4.4564514
149,7.281123,2.480181,17.414164,11.246534,-5.614963,-23.20115,-10.5910845,-7.806916,14.905711,-11.371712
150,15.24508,-2.421036,10.942988,4.9778533,8.949377,-25.816326,-13.017385,-9.527063,3.241744,-11.6658
151,9.494029,1.928306,5.7261596,2.9903128,4.0805235,-6.6674824,-13.672792,-4.118326,0.59007967,-5.2992134
152,7.8394504,12.208378,3.647128,-2.0779226,9.6686735,-21.996696,-24.793255,-16.315104,2.3001068,10.534014
153,6.252512,7.742799,17.30864,8.318887,-4.7626452,-30.91286,-13.414425,-5.998974,4.5086155,-0.9805229
154,-11.08961,13.110868,4.4737854,6.231963,13.94542,-18.87395,-7.5979095,7.731127,-10.365246,-0.37235355
155,-2.1719656,9.8119135,4.010828,2.1717355,8.930654,-17.262642,-13.380334,25.318657,-4.4438605,-5.4832554
156,7.6586037,14.926948,5.8998976,-4.692334,-1.6837072,5.738139,-4.6701612,-6.4841022,-14.488105,-7.165977
157,5.403139,10.979031,2.8017821,-4.2950854,5.8449974,7.410291,-10.463424,-9.5799465,-3.993647,-3.8473566
158,-1.4995971,11.287555,8.78229,0.58623326,9.682921,-22.772049,-4.7272015,-6.017609,-4.644183,2.2777524
159,9.944957,6.4732094,5.6403623,2.7574112,1.1617795,-12.473804,-8.5962305,-9.577497,0.9213052,-4.8603334
160,5.274488,8.329373,4.2672334,-0.31427526,12.716963,-17.469852,6.986063,-12.27016,-9.654673,-10.893858
161,6.2123404,3.9045596,3.4874516,-2.7853296,-3.0989025,-2.0192308,2.5093844,-12.512854,-0.70061386,2.1572106
162,-0.20573962,18.700645,3.1772487,-4.1973667,-1.268892,37.182518,-17.86993,-10.427136,-15.734923,-3.1267612
163,7.1690407,11.819452,7.3329754,3.9580927,4.5483875,-17.575323,-16.737518,-6.000432,5.3754973,-4.18575
164,-2.970136,13.10221,10.682534,3.9181983,11.816189,-22.320972,-5.3116026,-2.0695128,-7.7790422,-8.120564
165,7.7633796,-2.3369455,5.285302,11.499277,15.824694,-26.57,-19.925245,-5.1929307,6.526292,-4.2190714
166,-7.0048566,12.64546,6.7346344,-0.05975033,14.357485,-2.5101943,-16.205818,1.1633853,-9.099615,-4.092666
167,8.458161,5.5950212,7.618078,12.057851,0.56028885,-18.173443,-6.0574393,-4.9818287,-5.009802,-4.9247
168,6.140098,7.7530217,1.315768,1.5239292,2.3626337,-14.52419,-11.169448,-10.05783,-2.0830503,13.772245
169,1.178569,19.009222,16.27817,1.4274077,14.963514,-29.133646,-6.9892735,4.5765433,-7.110719,-8.35363
170,6.3371234,7.697561,0.82632375,2.8208857,3.4069705,-0.98529536,-14.218833,-10.485732,2.8347251,-4.150246
171,12.565657,13.353224,6.8088913,1.9090598,-0.14547443,-19.124598,-13.109587,-4.9127216,4.7423744,-6.283554
172,7.4928536,6.4229026,19.1995,10.855495,-4.767285,-28.241428,-11.186782,-11.031952,8.232144,-9.805459
173,7.1868324,10.863527,2.6491578,-0.78014576,4.7305984,2.6162255,-13.766404,-13.763135,-0.84695673,-4.0436983
174,7.776677,3.6176257,6.1557813,1.0137906,-3.162601,-12.118687,14.022887,-7.1378226,-0.35531813,-6.3076854
175,9.486931,-1.107356,11.025934,12.095227,10.904117,-26.28549,-14.920823,-12.115144,-2.067829,-7.6832356
176,1.193706,6.368628,3.448501,2.1569364,1.9355819,-9.628056,-13.646198,8.2379465,4.4705977,-2.6363115
177,-6.130563,22.64585,6.20089,-1.0751121,7.3357162,-13.25954,-16.462572,-5.349253,-7.311628,8.3298645
178,-0.54516435,16.062784,0.46441856,-0.64673483,9.5534115,-23.708147,-26.505419,17.360498,-1.2381343,8.808637
179,-7.249178,16.296791,12.948001,-3.655937,0.31608763,7.183698,-6.0834966,-5.211836,-11.83795,-1.4030832
180,9.382944,1.80755,6.284696,6.4706035,0.95872664,-14.414708,-10.762267,-6.7221675,-2.8888893,-3.3583982
181,-3.2624032,7.787837,6.662108,1.7940526,11.5630665,-16.95791,-5.0051203,9.091698,-6.968187,-4.950015
182,8.561768,12.85379,9.567567,3.4743185,7.2595267,-25.98796,-18.869057,-6.8971205,0.26373214,6.6574984
183,6.677174,5.17491,4.466955,6.6153398,0.29405805,-24.158138,-16.734545,9.516226,3.5796638,9.264451
184,4.743013,10.454819,3.3955386,-0.4650007,4.7063994,1.7415757,-10.281081,-4.6953683,-1.2477181,-9.623255
185,12.460379,6.3573217,8.458609,6.3672967,-3.005436,-20.294611,11.965569,-13.91749,-8.104197,-11.830902
186,-4.317602,22.02356,-1.2463152,-4.523719,3.312169,12.668149,-15.436661,-6.282307,-8.07486,4.9524393
187,7.218958,13.076245,-3.7538347,1.5000803,-1.4354845,3.8290095,-7.7742467,-6.7860866,-0.8661609,-6.8249173
188,5.3792014,4.9979553,4.3134,6.4917283,-0.019861128,-25.708187,-12.75803,9.628547,-4.282048,8.895814
189,-5.481461,15.422019,-1.4764264,-4.09147,1.1302251,7.169653,-13.03533,-6.3067074,-11.058331,17.891546
190,-6.384685,12.577506,10.784494,5.5247774,5.6573906,-13.905982,-9.638743,11.041192,-7.595894,-4.8489995
191,-7.7028623,21.762564,4.2599316,-6.2053037,5.252943,12.3589945,-5.8410554,-6.157426,-14.034505,-3.5730135
192,-5.3022118,13.050011,11.201564,0.9913286,9.8531275,-17.103315,0.55165,-2.7876837,-8.984287,-7.9717283
193,6.690083,11.197925,4.271034,4.1036663,12.93729,-22.465563,-17.618753,5.033375,-8.766952,-4.683207
194,13.2739525,14.042017,11.292549,-4.3753033,1.2972966,-24.092148,-12.281903,-11.80931,-11.349138,5.283121
195,7.874634,10.968366,7.634572,3.2859948,8.072871,-22.88512,-16.978016,-21.116768,-8.297562,9.416094
196,10.116238,4.7694616,7.941171,12.686415,-3.7526665,-16.581005,-6.890423,-9.619198,-1.6247922,-5.934951
197,-5.385765,7.413512,1.4424983,5.0147457,9.166157,-10.561035,-7.3940344,10.248023,-6.3508377,-1.7701887
198,9.002669,-3.9357731,8.614525,17.143068,2.6403422,-23.44477,-6.3147497,-6.639474,8.39915,-8.600958
199,10.212385,9.501495,4.459548,-2.969498,5.0650544,-23.144455,-16.831562,-9.398582,5.3044977,9.270061
200,5.7480235,16.69638,0.7067245,1.3214515,-3.4111743,7.4990673,-2.36905,-1.5876694,-9.290821,-9.484566
201,10.624466,5.2215266,5.438482,10.662524,18.513336,-25.573763,-18.323929,-8.82735,-5.294637,-10.114446
202,8.394678,-1.5992291,6.3300705,8.618017,16.076527,-26.599735,-13.1928215,-5.5576506,-1.3929633,-10.448876
203,22.451706,11.939497,17.012566,9.435504,-4.7747636,-38.117428,-10.645295,-6.3246274,-4.213102,-5.0901175
204,9.042761,-0.1588403,12.4196,5.5367556,0.07616526,-24.198519,4.869637,-9.069243,2.5379448,-10.061596
205,-2.7332196,10.082541,13.347082,9.180314,3.0401402,-22.296553,-11.569033,4.0943103,6.73084,-0.6378757
206,-3.447263,11.520498,5.1002383,10.930827,7.5452356,-24.79023,-20.95475,-12.48084,-0.5400195,11.558152
207,-6.9608583,12.015989,5.7721786,4.6338162,6.115128,-6.2599854,-8.811319,-3.324784,-9.187691,1.5840569
208,-6.841189,28.36158,11.730161,-3.7348964,12.501142,-22.176666,-22.196709,2.9254313,-11.351891,3.7295995
209,4.3355026,0.11178886,11.512668,5.6919923,-3.9621944,25.758778,-10.178427,-7.3384037,-11.869666,-12.655341
210,0.8549676,1.5459868,2.7472198,11.076613,3.0402133,-2.6658664,-16.75339,-10.898082,18.99257,-9.435045
211,5.913078,6.6529994,1.9850659,3.9869597,1.5724957,-24.616104,-12.393044,9.622508,-5.773358,9.366249
212,-0.19226792,5.2149134,-0.9919255,2.1482503,4.190028,-0.8812562,10.788498,-8.118433,-2.0750585,-6.148556
213,10.828356,12.752684,9.088265,8.832006,-1.2256176,-18.692068,-20.452219,-12.264316,-5.633469,-1.1970316
214,11.085606,-3.9691644,5.743223,12.199461,8.027581,-21.549923,-8.891573,-5.3695984,7.266313,-9.2069235
215,14.8311,6.4272714,13.294003,2.814218,2.9437099,-23.932749,-2.4662447,-12.17012,-7.0268745,-13.9883585
216,-7.0963783,14.848514,7.389143,-0.6185199,16.972458,-20.893272,-12.216892,9.428102,-8.966653,-3.1983309
217,-2.0005703,4.9198356,20.06036,8.67009,3.4256403,-27.9304,11.651567,-1.6990491,-4.357643,-9.931919
218,9.918583,1.4699507,7.339999,7.549408,-1.9201652,-18.738617,16.733717,-5.1837797,-6.4998574,-8.206274
219,-2.899523,5.47766,2.6544337,9.173023,18.88927,-16.160112,-10.744504,-2.9768784,-9.531268,-7.015199
220,10.347512,6.826132,6.344005,3.416048,0.35063794,-14.579729,-4.3810024,-5.9517174,1.3743756,-1.0954196
221,6.540199,11.325419,4.7523537,-0.52788794,-7.504573,-11.994423,25.268406,-9.6985235,-5.619234,-2.6193953
222,6.316104,11.862598,3.4195204,0.05269128,0.34212342,3.2209141,-10.43593,-2.1756256,-1.0897441,-0.6027805
223,-0.22007257,12.545492,3.0907176,3.2013605,13.72321,-13.981998,-9.568607,-3.916232,-1.9989053,-0.67402446
224,8.148454,7.0107474,14.547492,5.3599043,-4.7806926,-21.769913,3.9331558,-8.707947,-1.5535028,-9.9673195
225,4.1471605,7.337237,3.997376,5.2977104,2.2650073,-22.632193,-17.457464,11.633825,4.02169,10.242059
226,12.401427,8.534998,7.453218,-0.868382,3.0224962,-23.988113,-21.968004,9.848688,0.92594415,-2.2181873
227,4.2370205,7.5958796,3.284732,7.2393813,-6.77873,-0.8477104,6.32701,-9.436356,-9.529146,-4.597165
